50200898	62	3170
50202027	62	3120
50202167	90	3240
50205855	62	3150
50207190	66	3240
50207596	62	3160
50208792	66	3250
50209014	90	3240
50209162	90	3240
50209451	62	3160
50210228	62	3150
50211804	62	3150
50213347	90	3240
50213438	90	3240
50213768	90	3240
50214139	90	3240
50215722	66	3260
50216688	90	3250
50218593	66	3270
50219575	90	3230
50221928	62	3160
50222876	62	3150
50223692	66	3260
50224435	53	3140
50225812	62	3170
50228295	53	3150
50228394	62	3140
50228568	66	3250
50228634	62	3160
50229434	62	3160
50232958	62	3130
50234277	66	3250
50236355	66	3250
50237395	66	3250
50241124	62	3150
50241686	62	3150
50242049	62	3150
50242197	62	3160
50242825	62	3160
50242940	62	3150
50245588	66	3260
50245687	53	3140
50246230	53	3150
50246867	62	3170
50247865	72	3040
50248103	62	3100
50249655	66	3250
50249812	66	3260
50250356	62	3150
50253954	62	3200
50254010	62	3150
50254168	62	3160
50256817	62	3150
50256825	90	3240
50259993	66	3250
50260157	66	3250
50260462	66	3220
50261288	62	3150
50262021	72	3030
50262179	62	3140
50262245	62	3170
50263201	53	3160
50264076	62	3160
50264100	62	3150
50265503	53	3140
50266899	62	3150
50268713	62	3170
50269158	72	3030
50269414	72	3030
50270099	62	3160
50270867	62	3170
50272912	62	3170
50274943	79	3030
50274976	66	3270
50275676	62	3140
50276534	62	3120
50278779	66	3240
50279363	62	3160
50280874	53	3190
50282615	62	3170
50283951	62	3150
50284249	62	3120
50285048	62	3160
50285683	66	3260
50286111	62	3120
50286939	62	3130
50287861	62	3150
50289024	66	3235
50290758	66	3240
50290790	62	3160
50291269	66	3260
50293794	106	3230
50293927	66	3250
50294511	66	3250
50296292	53	3150
50297787	62	3160
50297902	53	3120
50298785	62	3160
50299031	62	3160
50299353	106	3230
50299624	62	3170
50299627	62	3160
50303825	62	3160
50304047	53	3140
50305689	53	3150
50310291	62	3150
50314574	62	3160
50314632	62	3170
50314640	62	3150
50314665	62	3160
50314666	62	3170
50314673	62	3170
50314681	62	3150
50315860	53	3130
50316041	62	3150
50316231	25	2950
50317932	62	3160
50318443	62	3160
50318534	62	3160
50320290	66	3260
50320498	66	3250
50322528	62	3160
50322544	62	3170
50322585	62	3160
50322700	62	3150
50322742	62	3150
50323104	62	3160
50323195	62	3150
50323278	62	3170
50323351	62	3170
50323468	62	3150
50323666	62	3150
50323773	62	3105
50323872	62	3160
50324599	62	3120
50324953	62	3150
50326336	62	3190
50327592	53	3140
50328699	62	3150
50329333	62	3160
50329358	66	3270
50329366	66	3260
50337089	79	3030
50339290	53	3150
50341098	62	3180
50343029	66	3250
50343045	66	3260
50343052	66	3260
50343060	66	3260
50343086	62	3150
50343102	62	3160
50343458	66	3260
50343920	66	3260
50344019	66	3260
50344050	66	3260
50344209	66	3260
50345024	66	3260
50345123	66	3260
50345354	66	3240
50346121	66	3260
50346386	66	3250
50347186	66	3260
50347798	53	3140
50348192	62	3150
50350693	62	3140
50351253	66	3250
50351311	66	3260
50351337	66	3260
50351345	66	3250
50351360	66	3260
50351386	66	3250
50351402	66	3250
50351444	66	3260
50351857	66	3250
50351865	66	3250
50351907	66	3260
50351931	66	3250
50351980	66	3250
50352046	66	3250
50352053	66	3250
50352103	66	3260
50352160	66	3260
50352251	66	3270
50352343	66	3250
50352434	66	3250
50352517	66	3260
50352558	66	3260
50352574	66	3260
50352764	66	3250
50352780	66	3270
50354893	62	3160
50357343	66	3270
50357698	72	3030
50363076	86	3020
50366135	66	3270
50366665	66	3270
50366673	66	3250
50366681	66	3260
50366731	66	3250
50366822	66	3250
50366863	66	3250
50367242	62	3170
50367986	66	3250
50368000	66	3270
50368018	66	3250
50368026	66	3250
50368034	66	3250
50368067	66	3260
50368075	66	3250
50368083	66	3250
50368109	66	3260
50368117	66	3250
50368125	66	3250
50368133	62	3120
50368166	66	3250
50368174	66	3250
50368182	66	3270
50368208	66	3260
50368216	66	3250
50368224	66	3270
50368240	66	3260
50368257	66	3260
50368265	66	3260
50368273	66	3260
50368281	66	3250
50368364	66	3260
50368372	66	3260
50368679	66	3260
50369149	66	3250
50369768	66	3250
50370725	66	3240
50370949	66	3270
50371319	66	3270
50371533	66	3270
50371723	62	3160
50371731	62	3150
50371749	62	3160
50371764	62	3160
50371863	66	3270
50371871	66	3260
50373893	62	3170
50374156	90	3230
50374602	90	3240
50380799	62	3160
50381003	62	3150
50382071	72	3030
50383298	106	3220
50386135	66	3250
50386143	66	3260
50386150	66	3240
50387877	66	3270
50388123	66	3250
50388149	66	3270
50388180	66	3240
50388206	66	3260
50388214	66	3270
50388222	66	3270
50388230	66	3250
50388255	66	3260
50388271	66	3250
50388289	66	3270
50388313	66	3250
50388321	66	3250
50388339	66	3260
50390145	66	3270
50390251	66	3250
50390756	62	3170
50390988	53	3140
50391135	62	3160
50391655	62	3150
50392208	106	3230
50392646	53	3150
50392940	62	3170
50393198	66	3260
50394394	66	3250
50394998	66	3260
50395029	53	3160
50395696	66	3270
50396100	62	3150
50396399	66	3250
50396795	66	3260
50396993	66	3270
50397496	66	3260
50397793	66	3260
50397892	66	3270
50397975	62	3170
50398098	66	3250
50398197	66	3250
50398494	66	3260
50398585	62	3160
50398890	66	3260
50398940	62	3160
50399294	66	3250
50399351	53	3150
50399492	66	3260
50399898	66	3260
50399997	66	3260
50400175	66	3260
50400209	66	3250
50400241	66	3260
50400282	66	3250
50400290	106	3220
50401595	106	3230
50401991	106	3210
50402510	72	3030
50402528	72	3075
50402733	72	3030
50402999	90	3240
50403617	72	3030
50403682	72	3030
50403757	72	3030
50403849	72	3020
50404086	72	3030
50404227	72	3030
50405786	66	3270
50406909	66	3260
50406917	66	3250
50406925	66	3250
50406933	66	3250
50407527	90	3240
50407956	90	3250
50408046	90	3230
50408673	90	3250
50408996	90	3240
50409168	90	3230
50409200	66	3250
50409317	66	3260
50409333	66	3250
50409341	66	3270
50409416	66	3260
50409424	66	3270
50409515	66	3260
50409598	90	3240
50409606	66	3270
50409713	66	3260
50409739	66	3270
50410208	85	3020
50410216	85	3040
50410224	85	3040
50410257	85	3030
50410265	85	3040
50410273	85	3040
50410281	85	3030
50410315	85	3030
50410323	85	3030
50410364	85	3020
50410380	85	3030
50410455	85	3030
50410471	85	3040
50410802	66	3270
50411198	90	3240
50411321	66	3250
50412394	90	3240
50412493	90	3240
50412899	90	3230
50413137	66	3270
50413236	66	3260
50413244	66	3260
50413251	66	3270
50413301	66	3250
50413324	66	3270
50413335	66	3260
50413368	66	3260
50413509	66	3250
50413517	66	3270
50413525	66	3270
50413558	66	3270
50413780	66	3260
50413822	66	3260
50413855	66	3250
50413913	66	3250
50414010	66	3260
50414101	66	3260
50414234	66	3260
50414259	66	3260
50414267	66	3260
50414275	66	3250
50414283	66	3270
50414317	66	3270
50414937	62	3170
50414945	62	3150
50415090	90	3230
50415769	66	3260
50415801	66	3250
50415967	66	3260
50416015	66	3260
50416056	66	3260
50416155	66	3260
50416205	66	3260
50416270	66	3250
50416361	66	3260
50416445	66	3250
50416460	66	3260
50416510	66	3250
50416528	66	3260
50416551	66	3270
50416601	66	3250
50416676	66	3270
50416759	66	3250
50416833	66	3250
50416965	66	3260
50416973	66	3260
50417062	66	3270
50417088	66	3250
50417443	66	3270
50418045	66	3250
50418342	66	3250
50419696	90	3230
50419712	66	3250
50420678	66	3260
50421445	66	3270
50422559	66	3260
50422591	90	3250
50422898	90	3240
50423516	62	3170
50423961	90	3230
50425024	90	3230
50425347	90	3250
50426394	90	3240
50427335	62	3160
50427343	62	3160
50428127	66	3260
50428440	66	3270
50428879	66	3250
50429745	85	3040
50430123	66	3260
50430974	66	3250
50431170	66	3270
50431378	66	3260
50432841	85	3030
50432871	85	3030
50432913	86	3030
50432939	86	3020
50432970	86	3020
50433044	86	3030
50433143	86	3020
50433155	62	3160
50433283	86	3030
50433325	86	3030
50433333	86	3030
50433416	86	3020
50433457	86	3030
50433465	86	3020
50433606	86	3030
50433622	86	3030
50433648	86	3020
50433713	86	3230
50433770	86	3030
50433887	86	3020
50434018	86	3020
50434059	86	3020
50434083	86	3040
50434133	86	3015
50434158	86	3020
50434166	86	3020
50440361	90	3230
50440528	90	3240
50440643	90	3250
50442904	90	3250
50443001	90	3230
50444981	66	3270
50444983	86	3020
50445063	86	3030
50445105	85	3020
50445147	86	3030
50445153	62	3170
50445154	86	3030
50445188	86	3010
50447457	62	3160
50447481	62	3160
50448794	53	3140
50449966	72	3030
50450055	72	3030
50450295	62	3160
50451426	72	3030
50452929	66	3250
50453034	66	3270
50453158	66	3250
50453190	66	3240
50453778	90	3250
50454776	90	3240
50454834	90	3230
50455583	90	3230
50455872	62	3160
50455937	66	3270
50455948	62	3160
50456086	62	3170
50457183	66	3270
50457209	66	3270
50457217	66	3250
50457225	66	3250
50457233	66	3250
50457258	66	3250
50458058	66	3250
50458181	66	3250
50460203	66	3260
50460219	66	3270
50461001	66	3270
50461185	62	3160
50461250	62	3160
50461433	62	3170
50461755	66	3270
50461821	62	3170
50466929	66	3250
50467968	66	3250
50468374	72	3030
50468735	62	3170
50469030	62	3170
50469170	62	3170
50469790	62	3150
50472257	62	3150
50474352	90	3250
50475086	90	3250
50475714	62	3160
50475730	62	3160
50475748	62	3170
50475755	62	3160
50475763	62	3160
50475854	62	3150
50475862	62	3150
50475946	62	3150
50475961	62	3160
50475979	62	3170
50476019	62	3150
50476076	62	3150
50476118	62	3170
50476126	62	3150
50476175	62	3160
50476209	62	3170
50476258	62	3150
50476282	62	3150
50476316	62	3160
50476324	62	3150
50476415	62	3150
50476423	62	3160
50476472	62	3150
50476480	62	3170
50476837	66	3270
50478924	90	3240
50479005	90	3250
50479625	90	3230
50480177	66	3270
50480201	66	3270
50480474	66	3260
50480987	66	3260
50481001	62	3270
50481002	66	3270
50481027	66	3260
50481050	66	3270
50481126	66	3250
50481134	66	3250
50481183	66	3270
50481258	66	3260
50481274	66	3270
50482074	62	3150
50482777	66	3260
50482926	62	3160
50483130	62	3160
50483155	62	3160
50483163	62	3170
50483205	62	3170
50483213	62	3170
50484468	62	3150
50484781	66	3250
50484823	66	3270
50484849	66	3260
50484864	66	3270
50485077	66	3260
50485085	66	3260
50485150	66	3260
50485168	66	3250
50485205	62	3170
50485234	66	3250
50485358	66	3250
50485366	66	3270
50485408	66	3270
50485440	66	3250
50485804	66	3250
50485838	66	3270
50485861	66	3240
50485937	66	3250
50485945	66	3270
50485978	66	3260
50486018	66	3270
50486034	66	3260
50486127	66	3270
50486257	66	3250
50486620	66	3250
50487155	62	3160
50487644	66	3250
50488956	66	3260
50488972	66	3220
50489202	66	3260
50489244	66	3250
50489467	66	3270
50489566	66	3250
50491786	62	3150
50491927	62	3170
50494939	62	3150
50494988	62	3170
50495662	62	3150
50495837	62	3170
50495928	62	3170
50495944	62	3160
50496173	62	3160
50496249	62	3150
50497759	66	3250
50497775	66	3260
50497908	66	3250
50498161	66	3260
50498518	90	3240
50499698	72	3030
50500891	72	3030
50502426	62	3160
50502459	62	3170
50502475	62	3170
50511096	66	3240
50512292	66	3230
50523216	66	3250
50523646	72	3030
50535412	66	3270
50536412	66	3270
50538339	66	3250
50538362	66	3250
50538370	66	3270
50538404	66	3250
50538412	66	3260
50538438	66	3260
50538446	66	3250
50538776	66	3250
50538800	66	3260
50538883	66	3250
50538966	66	3250
50539022	66	3260
50539212	66	3270
50539279	66	3250
50539311	66	3260
50540194	72	3030
50541606	66	3260
50541622	66	3240
50541630	66	3260
50549997	72	3030
50550862	72	3030
50554559	66	3260
50554799	72	3030
50555150	62	3150
50555168	62	3150
50555184	62	3160
50555226	62	3170
50555275	62	3160
50555283	62	3160
50555309	62	3140
50555317	62	3150
50555325	62	3160
50557180	66	3250
50558196	72	3030
50565894	72	3030
50565902	62	3150
50565928	62	3160
50565951	62	3160
50566991	62	3170
50567783	62	3170
50573294	62	3170
50573799	62	3160
50574532	72	3030
50574557	72	3030
50574821	72	3030
50577329	62	3150
50578301	66	3250
50578525	66	3260
50578749	62	3150
50580547	66	3260
50581446	62	3150
50582246	66	3260
50585835	66	3260
50586171	66	3260
50586833	66	3250
50587369	66	3260
50587963	66	3250
50588359	66	3250
50589472	66	3270
50589480	66	3260
50589506	66	3250
50589522	66	3250
50589548	66	3270
50589563	66	3250
50589605	66	3260
50589613	66	3250
50589639	66	3250
50589704	66	3250
50589720	66	3250
50589803	66	3270
50589837	66	3260
50589852	66	3260
50589969	66	3260
50590025	66	3250
50590041	66	3270
50590108	66	3250
50590157	66	3250
50590223	66	3260
50590231	66	3270
50590314	66	3260
50590389	66	3250
50590405	66	3260
50590579	66	3260
50590645	66	3250
50590660	66	3260
50590702	66	3260
50590736	66	3240
50590751	66	3260
50590785	66	3270
50590843	66	3250
50590934	66	3260
50590942	66	3250
50591056	66	3270
50591058	66	3270
50592815	106	3240
50592880	106	3220
50594795	72	3030
50596691	72	3030
50597327	66	3260
50597350	66	3260
50597376	66	3260
50597400	66	3260
50597434	66	3270
50597459	66	3260
50597475	66	3260
50597483	66	3270
50597582	66	3260
50597608	66	3260
50597632	66	3250
50597640	66	3270
50597657	66	3260
50597665	66	3260
50597681	66	3260
50597715	66	3260
50597723	66	3260
50597731	66	3270
50597756	66	3260
50597863	66	3250
50597871	106	3220
50597889	66	3270
50597905	66	3260
50597947	66	3260
50598135	66	3250
50598150	66	3260
50598168	66	3260
50598226	66	3250
50598242	66	3270
50598275	66	3270
50598317	66	3270
50598416	66	3260
50598465	66	3250
50598473	66	3250
50598481	66	3260
50598515	66	3270
50598523	66	3260
50598572	72	3030
50598580	66	3260
50598739	66	3250
50598747	66	3260
50598818	66	3270
50598846	66	3250
50598853	66	3260
50598879	66	3250
50598911	66	3250
50598952	66	3260
50598960	66	3250
50599000	66	3260
50599018	66	3250
50599026	66	3260
50599042	66	3270
50599059	66	3250
50599067	66	3260
50599117	66	3260
50599208	66	3240
50599232	66	3260
50599273	66	3260
50599281	66	3250
50599323	66	3260
50599349	66	3260
50599372	66	3260
50599380	66	3260
50599406	66	3250
50599430	66	3260
50599463	66	3250
50599505	66	3260
50599513	66	3250
50599562	66	3250
50599638	66	3260
50599646	66	3250
50599661	66	3250
50599679	66	3270
50599760	66	3260
50599828	66	3270
50599844	66	3270
50599877	66	3260
50599927	66	3250
50599935	66	3260
50599950	66	3270
50599968	66	3260
50599984	66	3250
50600006	66	3250
50600014	66	3260
50600022	66	3250
50600048	66	3270
50600089	66	3270
50600113	66	3250
50600121	66	3260
50600154	66	3260
50600162	66	3250
50600238	66	3250
50600287	66	3250
50600345	66	3260
50600360	66	3250
50600378	66	3260
50600386	66	3270
50600402	66	3250
50600428	66	3260
50600477	66	3250
50600527	66	3260
50600865	66	3250
50600873	66	3250
50600923	66	3260
50600964	66	3250
50601038	66	3260
50601046	66	3260
50604073	72	3030
50604669	72	3030
50606508	72	3030
50606581	72	3030
50607050	62	3150
50607126	90	3250
50607795	72	3040
50608371	72	3030
50610161	66	3270
50610856	66	3250
50610914	66	3260
50610997	66	3260
50611193	66	3250
50612698	66	3250
50612831	66	3250
50613090	72	3030
50614247	72	3030
50614536	81	3030
50615996	79	3030
50617158	79	3030
50617562	79	3030
50618305	66	3260
50619030	66	3240
50619105	66	3260
50619949	62	3170
50620020	66	3250
50620319	66	3270
50620343	66	3250
50620426	66	3260
50620558	66	3260
50620574	66	3270
50620624	66	3270
50620640	66	3250
50621135	66	3250
50621218	66	3250
50621309	66	3250
50621366	66	3260
50621531	66	3250
50621879	66	3250
50622042	66	3270
50622133	66	3245
50622182	66	3270
50622414	66	3270
50622539	66	3250
50622679	66	3260
50622752	66	3270
50625797	79	3030
50627868	79	3020
50628635	66	3240
50629161	66	3260
50629211	66	3250
50629229	66	3260
50629366	62	3170
50634757	66	3270
50635291	66	3260
50635317	66	3250
50636356	66	3260
50636364	66	3260
50636893	66	3270
50638162	66	3260
50638204	66	3250
50638212	66	3260
50638246	66	3270
50638253	66	3260
50638261	66	3240
50638287	66	3250
50638337	66	3250
50638352	66	3270
50638360	66	3250
50638436	66	3250
50639439	66	3270
50639988	66	3270
50640135	66	3250
50640390	66	3250
50640614	66	3270
50641117	66	3260
50641141	66	3250
50641323	66	3260
50641380	66	3260
50641521	66	3260
50641588	66	3260
50642958	66	3240
50643246	66	3260
50643733	66	3270
50644079	62	3140
50644467	62	3150
50644491	79	3015
50644624	79	3030
50645233	66	3250
50645506	66	3240
50645530	66	3270
50646793	72	3040
50647387	66	3250
50647429	66	3260
50647539	72	3020
50647593	72	3020
50648203	66	3250
50650449	66	3260
50655356	66	3270
50655513	66	3260
50655919	66	3270
50656453	66	3250
50658251	66	3260
50658897	62	3140
50660919	66	3250
50661651	66	3250
50661792	66	3260
50663467	66	3260
50663475	66	3260
50663509	66	3260
50663558	66	3250
50663566	66	3250
50663574	66	3250
50663608	66	3260
50663632	66	3260
50663640	66	3250
50664044	66	3270
50664291	66	3250
50664424	66	3260
50664671	66	3260
50664770	66	3260
50665033	66	3250
50665306	66	3270
50665462	66	3250
50666874	66	3250
50666957	66	3250
50666965	66	3270
50668433	66	3250
50669332	66	3250
50670652	66	3250
50670777	66	3250
50671908	62	3150
50672310	62	3160
50672649	66	3270
50673086	66	3260
50673128	66	3250
50673177	66	3270
50673201	66	3250
50673219	66	3250
50673334	66	3260
50673367	66	3250
50673417	66	3250
50673425	66	3250
50673441	66	3260
50673482	66	3250
50673516	66	3250
50673540	66	3250
50673623	66	3250
50673664	66	3260
50673680	66	3270
50673714	66	3260
50673755	66	3260
50673771	66	3250
50673789	66	3260
50673805	66	3260
50673813	66	3250
50673888	66	3250
50673904	66	3270
50673938	66	3250
50673946	66	3250
50673953	66	3260
50673987	66	3250
50674001	66	3260
50674035	66	3260
50674043	66	3250
50674126	66	3260
50674183	66	3260
50674274	66	3260
50674415	66	3250
50674449	66	3270
50674472	66	3270
50674506	66	3270
50674530	66	3250
50674555	66	3260
50674571	66	3260
50674639	66	3260
50674647	66	3270
50674720	66	3260
50674746	66	3260
50674779	66	3260
50674977	66	3260
50674985	66	3250
50675008	66	3270
50675032	66	3250
50675305	66	3260
50675891	66	3260
50675982	66	3250
50676063	66	3250
50676121	62	3150
50677251	66	3250
50677467	66	3250
50677996	62	3150
50678309	66	3250
50678325	66	3250
50678374	66	3250
50678382	66	3260
50678416	66	3270
50678481	66	3250
50678515	66	3270
50679455	62	3110
50679919	66	3270
50679950	66	3250
50680024	66	3250
50680040	66	3250
50680107	66	3250
50680468	66	3270
50680644	66	3250
50680743	66	3260
50680768	66	3250
50680800	66	3240
50681030	66	3255
50681303	66	3250
50681659	66	3260
50682160	66	3250
50683127	66	3250
50683358	66	3270
50683739	62	3150
50683754	62	3160
50683762	62	3160
50683839	62	3150
50685056	66	3260
50685387	66	3270
50685908	66	3270
50685924	66	3270
50685957	66	3260
50686385	66	3222
50686419	66	3250
50686591	66	3250
50686609	66	3260
50686823	66	3270
50687250	62	3150
50687284	62	3150
50687292	66	3250
50687342	62	3150
50687458	66	3250
50687532	66	3250
50687607	66	3250
50687664	66	3270
50687748	66	3270
50687995	66	3235
50688332	66	3230
50688605	66	3260
50690106	62	3120
50692177	66	3270
50693145	62	3170
50693803	66	3260
50694967	62	3140
50695154	62	3160
50695832	62	3150
50696244	62	3170
50699362	66	3260
50699562	66	3260
50704394	62	3150
50705417	79	3030
50707728	62	3150
50708007	62	3150
50708122	72	3030
50708288	79	3030
50708486	79	3030
50716269	81	3030
50716475	81	3020
50716638	62	3150
50716810	79	3030
50716820	79	3030
50717665	62	3170
50719236	62	3160
50719251	62	3160
50719301	62	3150
50719319	62	3160
50719335	62	3160
50719368	62	3150
50719376	62	3170
50719822	62	3150
50719855	62	3150
50719871	62	3170
50719988	62	3170
50720002	62	3160
50720028	62	3170
50720085	62	3170
50720101	62	3150
50720150	62	3150
50720168	72	3030
50720218	72	3020
50720242	72	3030
50720259	72	3030
50720309	72	3030
50720473	66	3250
50720515	66	3260
50720531	66	3250
50720556	66	3270
50720564	66	3260
50720572	66	3240
50720606	66	3260
50720614	66	3250
50720648	66	3250
50720689	66	3260
50720705	66	3270
50720713	66	3250
50720721	66	3250
50720739	66	3260
50720747	66	3250
50720770	66	3220
50720788	66	3250
50720820	66	3250
50720846	66	3260
50720853	66	3270
50720879	66	3260
50720903	66	3250
50720929	66	3260
50720945	66	3260
50720986	66	3260
50721000	66	3270
50721034	66	3260
50721042	66	3260
50721059	66	3250
50721075	66	3270
50721125	66	3270
50721166	66	3250
50721174	66	3250
50721182	66	3250
50721208	66	3240
50721240	66	3270
50721281	66	3260
50721315	66	3260
50721349	66	3240
50721356	66	3250
50721372	66	3260
50721380	66	3250
50721414	66	3260
50721439	72	3030
50721455	66	3240
50721471	66	3270
50721505	66	3270
50721539	66	3250
50721554	66	3220
50721562	66	3250
50721927	66	3260
50721935	66	3250
50721943	66	3270
50721950	66	3250
50721984	72	3030
50722016	72	3020
50722024	72	3030
50722040	72	3030
50722057	72	3030
50722081	72	3030
50722115	72	3030
50722149	66	3260
50722164	66	3250
50722214	66	3260
50722230	66	3250
50722248	66	3260
50722255	66	3260
50722263	66	3260
50722289	66	3270
50722305	66	3260
50722339	66	3270
50722388	66	3260
50722453	66	3260
50722461	66	3250
50722503	66	3240
50722529	66	3240
50722537	66	3260
50722545	66	3250
50722560	66	3270
50722582	62	3170
50722586	66	3250
50722602	66	3260
50722640	62	3170
50722719	66	3250
50722727	66	3250
50722743	66	3250
50722768	66	3250
50722776	66	3250
50722800	66	3270
50722826	66	3270
50722842	66	3250
50722875	66	3260
50722883	66	3250
50722925	66	3260
50722933	66	3260
50722941	66	3250
50722966	66	3250
50722974	66	3260
50723006	66	3260
50723014	66	3250
50723048	66	3270
50723055	66	3260
50723071	66	3250
50723089	66	3260
50723105	66	3250
50723113	66	3260
50723147	66	3270
50723154	66	3260
50723170	66	3250
50723212	66	3250
50723220	66	3260
50723238	66	3250
50723246	66	3260
50723279	66	3250
50723303	66	3250
50723329	66	3270
50723333	62	3150
50723337	66	3240
50723345	66	3260
50723358	62	3170
50723378	66	3260
50723386	66	3250
50723402	66	3250
50723410	66	3260
50723428	66	3260
50723477	72	3030
50723519	72	3030
50723535	72	3030
50723550	72	3030
50723584	66	3250
50723600	66	3260
50723626	66	3270
50723634	66	3260
50723667	66	3260
50723683	66	3250
50723733	66	3260
50723741	66	3250
50723758	66	3250
50723782	66	3250
50723808	66	3250
50723816	66	3250
50723824	66	3260
50723832	66	3240
